,pipeline_id,length_km,diameter_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
220,PL-17308,8.544724,1073.811542,17,Polyethylene,Suburban,Preventive,41,5.868624,36.369829,123.069528,Low,None,0,1
221,PL-76472,0.49418,1125.57588,50,PVC,Urban,Routine,42,7.736767,35.862836,944.380056,Low,Severe,0,1
222,PL-42634,1.814948,187.734829,16,Steel,Rural,Preventive,43,8.560755,32.062437,107.658877,Medium,Minor,1,0
223,PL-24339,5.641978,598.995293,36,Steel,Urban,Preventive,43,3.759096,43.702256,959.56824,High,Moderate,0,0
224,PL-35335,2.81559,304.998137,13,PVC,Urban,Corrective,25,9.228673,28.171284,782.914189,Critical,Severe,1,1
225,PL-39809,9.699931,608.162959,14,Polyethylene,Rural,Routine,14,1.511101,36.351269,746.084688,Low,None,0,1
226,PL-81346,3.931548,836.102916,2,PVC,Rural,Routine,12,7.539356,34.424985,139.523125,Low,None,1,0
227,PL-17734,8.177991,576.391322,11,Steel,Rural,Corrective,61,1.809963,14.61699,904.107486,Critical,None,1,0
228,PL-70068,2.125655,364.1148,5,Steel,Rural,Preventive,39,4.084947,21.343579,385.220315,Low,Moderate,0,0
229,PL-61301,5.569747,874.797589,10,Cast Iron,Rural,Routine,57,3.163642,21.447466,38.874433,Medium,None,1,0
230,PL-39178,9.443703,850.314919,22,PVC,Urban,Corrective,29,3.302063,37.890851,590.077534,Medium,Severe,1,0
231,PL-48261,4.540826,425.374166,35,Steel,Rural,Preventive,40,4.073473,6.192674,853.673339,Medium,Minor,0,0
232,PL-36298,3.938502,122.333103,41,Cast Iron,Rural,Corrective,5,7.027802,14.077482,677.213998,Low,Severe,0,0
233,PL-29007,6.982479,557.824221,6,Polyethylene,Urban,Corrective,18,2.912599,43.81112,979.347467,Critical,None,1,0
234,PL-72256,0.355131,147.346586,28,Cast Iron,Rural,Corrective,28,2.227294,30.235307,352.976617,High,Moderate,1,1
235,PL-59378,3.315231,485.477683,21,Cast Iron,Suburban,Corrective,32,4.307146,48.968583,773.947167,High,Minor,0,1
236,PL-13199,7.743751,1030.560316,27,Cast Iron,Suburban,Preventive,34,5.992099,31.4081,355.37898,Low,None,1,1
237,PL-71729,3.258148,301.499069,45,Cast Iron,Rural,Routine,67,8.99753,35.511399,298.777323,Medium,Minor,1,1
238,PL-11470,0.234924,1079.891229,36,PVC,Urban,Corrective,3,5.508013,30.091389,890.360401,Medium,Severe,0,0
239,PL-66274,6.885981,487.152002,33,Steel,Urban,Corrective,6,2.969868,30.736388,81.784943,High,Moderate,0,0
240,PL-89134,8.80975,1059.247278,22,Steel,Rural,Preventive,28,2.874507,41.518223,483.849849,High,Minor,1,1
241,PL-40530,7.452411,1021.125991,6,Polyethylene,Suburban,Preventive,33,3.420024,17.064728,227.275953,Medium,None,1,0
242,PL-27387,1.528645,628.937245,10,Steel,Suburban,Routine,71,3.196935,47.331772,687.055605,Medium,Minor,1,1
243,PL-12264,6.680442,832.984671,13,Steel,Rural,Corrective,30,9.879032,28.593723,337.29401,High,Minor,1,0
244,PL-56759,0.521554,560.723912,31,Cast Iron,Rural,Preventive,32,9.320757,49.689471,392.771172,Low,None,1,1
245,PL-17508,9.319424,1131.227669,14,Cast Iron,Rural,Preventive,36,8.722495,17.476445,148.625125,Medium,Moderate,0,0
246,PL-94911,7.681635,402.779095,34,Steel,Rural,Routine,55,2.936536,34.233531,772.598798,Critical,None,1,1
247,PL-31209,9.528285,643.962683,17,Cast Iron,Urban,Preventive,31,9.514672,34.488077,27.928276,High,Minor,0,1
248,PL-75204,6.334294,542.590617,37,Polyethylene,Suburban,Routine,70,8.605304,35.508073,253.769566,High,Minor,0,1
249,PL-20129,7.139367,345.758654,15,Cast Iron,Urban,Corrective,70,9.665565,47.968286,92.764161,Medium,Severe,0,0
250,PL-18468,5.86183,873.548028,30,Steel,Rural,Routine,69,1.244911,28.749971,181.78943,Critical,None,0,1
251,PL-15772,9.147279,715.550276,16,Cast Iron,Urban,Preventive,36,6.975076,38.942117,254.904493,High,Moderate,0,0
252,PL-55023,5.784682,524.873279,49,Polyethylene,Suburban,Routine,40,3.359676,38.593414,978.54539,High,Severe,1,1
253,PL-84870,1.965772,790.611682,47,PVC,Rural,Preventive,4,8.200585,25.947038,419.882052,Critical,Moderate,0,0
254,PL-65833,1.126689,850.10931,1,Cast Iron,Rural,Routine,11,1.365444,46.909875,114.650785,Low,Severe,0,0
255,PL-51147,7.379007,500.37435,30,Cast Iron,Urban,Preventive,2,2.494,24.147519,108.158741,Low,Minor,1,1
256,PL-11902,6.602488,662.461804,32,Polyethylene,Suburban,Corrective,62,6.943331,17.912253,937.870231,High,Severe,0,0
257,PL-27372,5.94365,665.194167,30,Cast Iron,Suburban,Preventive,46,3.803704,45.574074,538.114391,Critical,Minor,0,0
258,PL-22449,1.194336,868.956572,15,Steel,Urban,Preventive,12,9.837293,37.499097,99.665511,High,Severe,0,0
259,PL-45674,3.43154,314.523648,28,Steel,Urban,Preventive,63,1.481048,35.686533,15.841784,Critical,None,0,0
260,PL-36264,4.227064,985.082805,40,PVC,Suburban,Preventive,50,7.182499,34.784221,834.270254,High,None,0,1
261,PL-18441,9.003597,583.982951,45,Steel,Urban,Corrective,65,9.934052,49.860637,152.344878,High,Moderate,0,0
262,PL-43215,8.674396,748.684802,28,Cast Iron,Suburban,Corrective,15,9.708585,18.682068,34.162221,High,None,0,1
263,PL-54023,4.662347,573.966609,23,Cast Iron,Suburban,Preventive,32,4.650533,10.831058,959.681475,Low,None,1,0
264,PL-16234,5.073222,539.466068,17,Cast Iron,Rural,Corrective,24,9.375422,40.068193,282.427617,Medium,Moderate,1,1
265,PL-77714,5.756701,892.518925,36,Polyethylene,Rural,Corrective,56,6.858953,38.484194,379.728098,High,Severe,0,0
266,PL-78963,0.955328,549.494433,10,Steel,Suburban,Preventive,58,9.819761,12.613614,546.286195,Low,Minor,1,1
267,PL-35077,3.365452,569.801757,49,Polyethylene,Urban,Preventive,33,9.046218,47.72543,374.814144,Medium,Severe,1,1
268,PL-27947,5.355467,1138.754089,24,Polyethylene,Rural,Corrective,55,6.310899,42.412367,413.654273,Medium,Minor,0,1
269,PL-60044,3.907762,1094.12346,11,Steel,Rural,Routine,39,7.804687,13.267172,579.290136,High,None,1,1
270,PL-35002,7.133184,776.192996,16,Cast Iron,Suburban,Routine,71,8.203627,36.944235,555.863682,Critical,Minor,1,1
271,PL-93733,3.903191,595.244933,39,Steel,Urban,Corrective,3,2.932046,25.185511,859.304009,Low,Moderate,0,0
272,PL-62467,9.096902,1075.223152,39,PVC,Rural,Preventive,18,2.736085,15.612127,272.608143,Low,None,0,0
273,PL-31736,9.262878,499.613479,10,Steel,Suburban,Preventive,67,4.617367,46.75301,586.885658,High,None,1,1
274,PL-89583,5.091853,955.27896,41,Steel,Urban,Corrective,67,6.984983,34.124721,424.856851,Medium,None,0,0
275,PL-29508,0.679347,150.441641,3,Polyethylene,Urban,Preventive,11,1.542978,49.878434,354.093442,Medium,Moderate,0,0
276,PL-28639,1.763033,605.36904,35,Polyethylene,Suburban,Routine,2,5.414603,27.239736,128.100251,Critical,Severe,1,0
277,PL-87382,0.246448,828.482256,13,PVC,Suburban,Routine,40,2.876907,28.363494,700.621522,High,Severe,1,1
278,PL-55305,4.15619,339.697857,27,Polyethylene,Rural,Corrective,6,9.645707,45.044507,344.862783,Low,Minor,1,0
279,PL-69046,7.204331,224.340396,48,Steel,Rural,Corrective,18,7.21768,32.430198,692.065331,Critical,Severe,0,1
280,PL-91741,7.520402,1178.082892,29,Polyethylene,Suburban,Preventive,21,4.249167,23.112251,952.857254,Critical,Moderate,1,1
281,PL-41024,0.173728,1140.440058,35,Polyethylene,Urban,Preventive,30,7.883177,11.237713,695.167724,Medium,Moderate,0,0
282,PL-58377,5.203245,996.205651,38,Polyethylene,Urban,Corrective,55,9.785112,21.581496,853.426637,High,Minor,0,1
283,PL-78809,7.761008,719.647378,13,Cast Iron,Suburban,Preventive,29,7.546527,9.604008,586.883189,High,None,1,0
284,PL-79912,4.486696,1122.304594,36,Polyethylene,Urban,Routine,47,9.30957,42.788449,888.058777,Low,Moderate,1,0
285,PL-27977,8.720261,933.422374,10,Cast Iron,Urban,Corrective,56,9.173671,20.785603,871.967317,Low,None,0,0
286,PL-88209,7.025883,949.105117,16,Cast Iron,Urban,Corrective,37,9.126568,21.543988,441.878943,Critical,None,0,0
287,PL-97562,3.479264,307.15933,15,Steel,Rural,Routine,19,6.704637,12.366594,403.840803,High,None,0,1
288,PL-22927,9.588737,984.549591,29,Cast Iron,Suburban,Corrective,28,8.750398,33.387618,80.959089,Low,None,1,1
289,PL-32191,9.277206,254.852499,38,Cast Iron,Suburban,Corrective,26,8.441741,44.87855,157.056571,Critical,Severe,1,0
290,PL-62790,9.451311,824.84656,22,PVC,Urban,Corrective,70,4.078097,5.16187,508.864984,Medium,Moderate,1,0
291,PL-12502,3.957491,126.592274,32,Polyethylene,Suburban,Preventive,19,6.630663,22.611682,478.198682,High,Severe,1,0
292,PL-73126,6.822484,826.754325,17,Steel,Urban,Routine,16,2.947769,5.637963,22.303641,Medium,Minor,0,1
293,PL-90193,2.563884,878.945844,45,Cast Iron,Suburban,Preventive,5,3.877907,20.254988,467.490776,Medium,Severe,0,0
294,PL-35720,6.305315,324.339139,10,Polyethylene,Suburban,Routine,23,8.842923,39.81366,28.100532,High,Minor,1,1
295,PL-80396,4.313234,964.916913,40,Polyethylene,Rural,Preventive,14,2.055762,35.433285,470.024977,Critical,Moderate,0,0
296,PL-58965,1.383416,272.570397,27,Polyethylene,Rural,Preventive,20,9.474815,37.955435,631.921516,Medium,Severe,0,0
297,PL-60612,2.844155,1134.074439,19,Cast Iron,Rural,Routine,15,3.454386,27.508008,185.844123,Critical,Moderate,1,1
298,PL-72704,3.876101,1109.442242,7,Polyethylene,Suburban,Corrective,42,3.99658,49.549294,656.257058,Medium,Minor,0,0
299,PL-58946,8.143614,1182.177787,18,Steel,Rural,Preventive,13,7.936716,33.477042,526.439178,Low,None,1,1
300,PL-21728,1.102208,1161.77203,15,Cast Iron,Rural,Routine,13,1.986317,22.169798,998.764495,Critical,Severe,1,0
301,PL-33730,6.171094,1189.766488,40,Cast Iron,Suburban,Preventive,39,1.391849,41.228246,214.519342,Medium,None,0,1
302,PL-46976,0.166821,527.856441,2,Cast Iron,Urban,Preventive,36,5.15387,37.432577,273.874417,Medium,Moderate,0,0
303,PL-27667,6.375502,511.501552,37,Polyethylene,Rural,Corrective,45,3.851,6.938836,872.930467,Low,Moderate,0,1
304,PL-93136,5.100793,263.260835,25,Polyethylene,Urban,Corrective,6,8.244498,37.081643,662.483052,Critical,None,0,0
305,PL-71098,6.560459,653.770544,46,Cast Iron,Urban,Corrective,21,1.153763,41.21256,27.852303,High,Severe,1,0
306,PL-25284,3.140457,802.718039,20,Steel,Rural,Corrective,65,5.489553,33.493975,277.015087,Critical,None,0,0
307,PL-56638,3.469322,742.528279,41,PVC,Suburban,Preventive,42,2.203922,25.737565,223.210272,Low,Minor,1,1
308,PL-53373,0.426811,909.186567,45,PVC,Suburban,Preventive,60,9.351605,43.269594,958.17939,High,Moderate,0,0
309,PL-97412,7.63084,215.382731,29,Steel,Urban,Preventive,32,6.855395,14.340833,187.34684,High,Severe,1,1
310,PL-20405,0.821686,1093.861086,29,Polyethylene,Rural,Corrective,22,3.077361,12.341733,931.304919,High,Severe,1,1
311,PL-88803,4.675697,1051.620653,23,Steel,Urban,Routine,14,3.082363,27.513879,104.086674,High,Severe,1,1
312,PL-44608,3.695927,1169.046304,7,Polyethylene,Rural,Routine,20,7.982857,17.466271,789.743356,Medium,Severe,1,1
313,PL-63347,2.160799,962.911779,12,Steel,Rural,Preventive,16,1.538808,39.213965,718.774349,Medium,Severe,1,1
314,PL-23738,2.61554,663.116642,38,PVC,Suburban,Corrective,69,7.381982,37.883497,667.87338,Low,Severe,1,0
315,PL-39890,5.318764,143.63615,15,Steel,Suburban,Routine,25,7.7354,49.257702,393.259698,Low,Moderate,0,1
316,PL-67317,3.853724,429.140666,14,Steel,Urban,Preventive,44,3.243723,37.591064,67.391007,Medium,None,0,0
317,PL-21255,9.651757,437.569335,17,Cast Iron,Suburban,Routine,17,8.838321,29.704956,683.962231,Medium,Moderate,1,1
318,PL-20879,3.719989,1187.282354,23,Cast Iron,Rural,Preventive,2,1.455268,25.696785,26.996413,Medium,Minor,1,1
319,PL-59392,2.619581,673.274491,29,Steel,Urban,Preventive,46,3.733869,27.192215,436.048316,High,Severe,0,1
320,PL-80603,8.416146,1119.128899,42,Polyethylene,Suburban,Corrective,63,9.402064,6.860194,952.301364,Medium,Severe,1,1
321,PL-35537,3.037369,151.298994,21,Steel,Rural,Preventive,8,7.732551,37.504559,937.762092,Low,None,1,0
322,PL-81620,0.915116,163.009853,37,Cast Iron,Suburban,Routine,47,6.142449,27.900858,489.473557,Critical,Minor,0,1
323,PL-80067,0.858227,1180.447984,35,PVC,Suburban,Corrective,69,2.336871,44.701857,739.396752,Medium,Severe,0,1
324,PL-22608,9.573564,305.254782,20,Steel,Suburban,Corrective,67,1.409441,5.324251,508.822048,High,None,1,0
325,PL-17089,8.464909,199.160907,43,Cast Iron,Urban,Corrective,18,9.19685,15.006109,154.281289,Critical,Severe,0,1
326,PL-84745,3.471102,524.66388,5,Cast Iron,Suburban,Preventive,29,4.519391,12.270845,158.145685,Medium,Severe,0,1
327,PL-10777,7.49787,182.336561,18,Steel,Rural,Corrective,20,1.830033,18.125473,70.525441,Medium,Severe,0,1
328,PL-82137,8.085053,1147.50354,21,PVC,Urban,Corrective,8,5.44996,28.562535,746.561662,Medium,None,0,0
329,PL-78621,4.745787,773.190252,37,Steel,Urban,Corrective,18,5.468995,19.439627,204.442307,Low,Minor,0,0
330,PL-58425,8.040135,344.406283,4,Polyethylene,Urban,Preventive,42,6.446719,12.398942,938.298529,High,None,1,0
331,PL-73592,4.889793,704.209956,43,Cast Iron,Suburban,Preventive,23,9.103802,45.381556,499.17444,Medium,None,1,0
332,PL-85217,3.926699,1008.117139,18,Cast Iron,Urban,Corrective,69,1.583116,28.852077,399.749985,Critical,Moderate,1,1
333,PL-37101,2.48085,1141.249901,16,Steel,Urban,Corrective,23,2.93507,12.982925,22.033673,High,Severe,0,0
334,PL-47701,6.120586,575.736642,2,PVC,Urban,Corrective,38,1.689582,8.222039,633.47381,Critical,None,0,0
335,PL-67274,9.097855,675.23691,45,PVC,Rural,Preventive,31,5.55414,20.760122,685.855862,Medium,Severe,1,0
336,PL-24385,2.602149,292.487121,20,Cast Iron,Urban,Routine,14,4.103983,15.381411,285.392426,Low,Minor,1,0
337,PL-13629,3.940394,786.201104,47,Cast Iron,Rural,Preventive,56,3.465053,35.339439,319.661889,Low,Minor,0,1
338,PL-69675,5.100973,540.051927,43,PVC,Suburban,Corrective,54,3.771066,17.648704,916.331948,Medium,Minor,0,1
339,PL-45383,8.287504,517.774642,11,Steel,Rural,Corrective,19,2.723115,34.681119,430.439725,Critical,Severe,1,1
340,PL-50284,4.19844,946.602718,18,Cast Iron,Rural,Corrective,62,7.380327,40.251665,365.015703,Medium,Minor,0,0
341,PL-95098,7.053269,171.89476,10,Steel,Urban,Routine,65,6.228749,31.162321,169.820096,High,None,0,0
342,PL-40183,1.946077,436.907948,10,Cast Iron,Suburban,Preventive,8,8.087331,34.394951,355.545737,Low,Severe,1,1
343,PL-76354,9.667698,701.315623,16,Polyethylene,Rural,Routine,35,1.960482,45.41553,768.015416,Critical,Moderate,1,0
344,PL-73179,3.282621,308.753473,36,PVC,Rural,Routine,28,7.629749,12.056098,701.534036,High,Moderate,1,1
345,PL-71134,0.31129,159.820493,4,Steel,Rural,Routine,64,1.585739,31.1842,36.127905,Medium,Minor,0,0
346,PL-91751,1.559252,835.073321,47,Steel,Urban,Corrective,58,8.23617,44.704214,928.938491,High,None,0,0
347,PL-71852,2.379127,1065.181947,38,Cast Iron,Suburban,Preventive,15,7.456687,49.970569,582.81122,Low,Minor,1,0
348,PL-45795,9.415466,729.690804,34,Cast Iron,Suburban,Routine,55,1.741675,35.388679,310.817857,Low,Severe,0,0
349,PL-19598,5.351592,1032.236887,30,PVC,Suburban,Corrective,25,5.414801,18.961061,965.591693,Critical,Moderate,0,1
350,PL-74186,2.424157,806.450002,8,Steel,Rural,Preventive,43,5.166194,24.691224,483.605095,Low,Severe,0,1
351,PL-97795,7.683089,378.024448,29,Polyethylene,Rural,Routine,72,9.518211,15.512883,736.183371,Medium,Minor,1,0
352,PL-35603,3.286614,186.63822,39,Cast Iron,Rural,Routine,5,6.349104,43.003405,625.43846,Medium,None,0,0
353,PL-89589,3.728314,429.225538,6,Cast Iron,Rural,Preventive,7,5.309526,44.647106,295.842808,Critical,Minor,0,1
354,PL-75148,7.966057,419.77997,35,Polyethylene,Suburban,Routine,50,1.655732,37.398622,752.415112,Low,Moderate,1,0
355,PL-40398,2.164697,248.047954,47,Steel,Suburban,Corrective,56,9.388059,26.378793,746.158163,High,Severe,0,1
356,PL-30584,0.124585,1159.228307,49,Polyethylene,Suburban,Corrective,4,1.157447,33.528956,27.875822,Medium,Moderate,1,1
357,PL-56746,8.466591,1159.169355,21,Polyethylene,Rural,Preventive,1,4.512152,21.1856,554.492177,Low,Severe,0,0
358,PL-79749,2.834842,1003.156218,38,PVC,Suburban,Corrective,19,6.670035,14.891301,603.52003,Critical,Severe,1,1
359,PL-48319,2.573958,825.615326,11,Steel,Rural,Corrective,54,7.191519,35.449595,601.550744,Critical,Minor,1,0
360,PL-69456,9.57377,250.492222,43,PVC,Suburban,Routine,42,3.159639,48.550204,506.097863,High,None,0,0
361,PL-64553,3.921339,428.825811,8,Polyethylene,Rural,Preventive,41,1.515156,47.234751,403.740701,High,Moderate,1,0
362,PL-56049,4.925958,1112.423388,10,PVC,Rural,Preventive,72,5.519107,49.035219,296.690983,Low,Moderate,1,0
363,PL-77280,2.735255,199.99463,36,Polyethylene,Urban,Preventive,1,3.732146,18.536234,744.325759,Medium,Minor,0,1
364,PL-35944,3.299341,369.694273,5,Cast Iron,Suburban,Preventive,21,3.153111,32.938222,987.86256,High,Moderate,1,1
365,PL-65992,4.740839,702.875134,16,Cast Iron,Rural,Preventive,59,9.861641,11.101761,441.4782,Medium,Minor,1,0
366,PL-33093,9.341614,509.3971,43,Polyethylene,Rural,Routine,12,8.944128,45.205975,362.04815,Low,None,0,0
367,PL-43635,3.171871,480.961029,24,Steel,Rural,Preventive,46,4.7376,38.384986,169.344577,Critical,Severe,1,1
368,PL-79425,1.156455,1007.448083,11,Polyethylene,Rural,Corrective,34,4.128532,15.141298,968.170823,Critical,None,1,0
369,PL-55688,4.291491,637.946405,37,Polyethylene,Urban,Preventive,50,6.215916,43.802813,255.507575,High,Minor,1,1
370,PL-39442,7.553321,755.309508,32,Cast Iron,Urban,Corrective,46,7.674747,42.271706,378.108309,Low,Minor,0,0
371,PL-18642,6.244212,321.914416,10,Steel,Suburban,Routine,45,1.752879,19.244873,749.832445,Low,None,1,1
372,PL-57387,7.728143,1050.699637,6,PVC,Suburban,Corrective,53,4.502012,7.326807,628.369132,Low,Severe,0,0
373,PL-54636,9.462266,213.61918,50,Polyethylene,Rural,Corrective,26,8.291072,24.701699,704.034747,High,Moderate,1,0
374,PL-74137,4.34648,1025.854077,46,Cast Iron,Suburban,Corrective,48,3.311417,29.410461,309.746755,Medium,None,0,1
375,PL-89565,0.212781,756.68704,44,Polyethylene,Suburban,Preventive,65,2.57258,33.281454,527.487357,Medium,Severe,1,1
376,PL-57286,4.646196,641.496587,26,Polyethylene,Urban,Corrective,37,5.461415,7.003877,489.574891,Medium,Moderate,0,1
377,PL-41942,8.000914,282.597146,31,Cast Iron,Suburban,Corrective,32,4.960506,43.21796,399.055811,Medium,Moderate,1,1
378,PL-92092,4.558296,922.869025,30,PVC,Urban,Corrective,68,9.525717,49.369694,730.673435,Medium,None,0,1
379,PL-40063,0.745004,975.815588,27,Cast Iron,Urban,Preventive,26,4.789568,18.725835,680.494304,High,Severe,1,1
380,PL-29626,9.02796,393.898332,42,Steel,Suburban,Preventive,48,2.472287,34.866953,730.012373,Medium,Moderate,1,0
381,PL-17166,1.060223,624.780158,19,Steel,Rural,Routine,28,2.067281,7.750643,421.471469,Critical,None,0,0
382,PL-85240,9.141083,928.075935,29,PVC,Urban,Routine,47,1.568837,32.605261,174.193065,Medium,None,0,1
383,PL-24206,0.201186,540.745279,40,Cast Iron,Suburban,Routine,26,4.40073,35.060715,231.295407,High,Minor,0,1
384,PL-86798,4.590326,536.629054,10,Cast Iron,Rural,Preventive,51,2.759631,44.360593,975.206869,Critical,Moderate,0,0
385,PL-73947,1.825348,1125.338107,24,Steel,Rural,Corrective,53,5.218134,25.889028,113.963733,Critical,None,1,1
386,PL-68909,7.362605,280.871777,22,Cast Iron,Urban,Routine,45,1.790231,6.527072,958.684711,High,Severe,0,0
387,PL-47151,0.624529,175.992178,32,Steel,Suburban,Preventive,54,9.521221,24.698687,796.54939,Critical,Severe,0,0
388,PL-71782,4.30033,833.773584,29,Polyethylene,Urban,Preventive,20,9.057915,40.573302,128.043445,High,Severe,0,0
389,PL-96478,1.47793,622.146935,34,Polyethylene,Suburban,Preventive,18,3.264203,39.066128,874.66016,High,Minor,0,0
390,PL-23997,7.237742,477.997151,31,Polyethylene,Suburban,Preventive,28,3.494386,17.344372,422.561662,Medium,Minor,1,1
391,PL-46360,5.867126,507.864205,25,Steel,Suburban,Preventive,62,4.549831,17.816749,267.076475,High,None,1,1
392,PL-37731,3.626792,700.808272,20,Polyethylene,Rural,Corrective,52,3.754143,47.076143,874.036668,Critical,Minor,1,0
393,PL-11002,2.620766,652.048461,38,PVC,Rural,Corrective,24,9.164441,37.953407,364.675034,Critical,None,0,0
394,PL-67647,2.811338,826.509007,29,PVC,Rural,Routine,10,3.481936,13.531621,558.513122,Medium,Minor,0,1
395,PL-12860,7.591045,362.247366,39,Steel,Rural,Routine,10,9.780165,19.37344,221.929394,Critical,Minor,0,1
396,PL-19309,1.211243,523.908101,21,Steel,Urban,Routine,57,7.798115,7.978494,417.270413,Critical,Moderate,0,1
397,PL-52146,6.049033,740.186193,43,Steel,Suburban,Routine,8,8.672728,46.238138,178.240681,High,Minor,1,1
398,PL-38333,1.045448,701.995808,22,Steel,Rural,Preventive,62,3.257764,43.185717,984.918384,Low,Minor,0,1
399,PL-36275,9.118353,842.161031,35,PVC,Rural,Corrective,67,8.149963,33.484688,125.469314,Low,Moderate,1,0
400,PL-41300,3.943585,964.631722,14,Steel,Rural,Routine,54,3.981176,35.582601,58.725165,Medium,Moderate,0,1
401,PL-88423,9.109524,534.798058,12,PVC,Rural,Routine,13,4.809451,45.25346,917.848899,Low,Severe,1,0
